Symbol,buys,MT
WLY,-10,600
XPEL,-10,700
ZD,-10,700
ALX,-11,800
C,-11,500
CHEF,-11,700
CNNE,-11,800
DCI,-11,400
EG,-11,500
ESLT,-11,700
FRT,-11,500
GTLS,-11,400
HTHT,-11,700
IAC,-11,700
LII,-11,400
MBUU,-11,700
MEC,-11,800
NCNO,-11,700
OII,-11,600
USFD,-11,400
WSM,-11,400
AKRO,-12,700
ARCH,-12,800
AVNS,-12,600
BHVN,-12,800
BNTX,-12,700
BWA,-12,500
CABO,-12,400
CIVI,-12,800
CL,-12,500
COKE,-12,700
CPE,-12,600
CPT,-12,500
D,-12,500
DAWN,-12,700
DHI,-12,500
DX,-12,800
EQBK,-12,800
ERIE,-12,700
ETSY,-12,700
FIHL,-12,800
FL,-12,600
FUTU,-12,700
GO,-12,700
HRI,-12,800
IBKR,-12,700
IFF,-12,500
INGR,-12,400
ITCI,-12,700
KD,-12,400
LGND,-12,700
MATW,-12,700
MHO,-12,600
NICE,-12,700
NPO,-12,600
NREF,-12,800
OLLI,-12,700
PRO,-12,800
PTCT,-12,700
RBC,-12,400
RBCAA,-12,700
RGA,-12,400
RGEN,-12,700
ROL,-12,500
SFM,-12,700
SKIL,-12,800
SRCL,-12,700
TARO,-12,800
TCI,-12,800
UHS,-12,500
VPG,-12,800
VSTO,-12,600
WMS,-12,400
WTW,-12,700
XNCR,-12,700
AEP,-13,700
BRC,-13,600
BZ,-13,700
CAKE,-13,700
CLF,-13,400
CMG,-13,500
CTO,-13,800
DKS,-13,400
DRI,-13,500
DT,-13,400
ELS,-13,400
ENOV,-13,400
GRMN,-13,500
HLVX,-13,700
IPG,-13,500
JJSF,-13,700
KVUE,-13,500
MORN,-13,700
MSA,-13,400
MSGS,-13,600
NDAQ,-13,700
NYAX,-13,700
PEB,-13,600
PENN,-13,700
RCKT,-13,700
RPRX,-13,700
SIX,-13,600
STWD,-13,400
TBBK,-13,700
TKR,-13,400
ULH,-13,700
WMG,-13,700
XENE,-13,700
AEL,-14,600
ALLY,-14,400
APP,-14,700
ARL,-14,800
ASH,-14,400
B,-14,600
BH,-14,800
BMRC,-14,700
CCCS,-14,700
CHDN,-14,700
CLH,-14,400
CMS,-14,500
CNP,-14,500
COIN,-14,700
CPRX,-14,700
CWT,-14,600
CXW,-14,600
DGX,-14,500
DTE,-14,500
EGLE,-14,800
ENLT,-14,700
ESTE,-14,800
EYE,-14,700
FWONK,-14,700
G,-14,400
GEF.B,-14,800
GGG,-14,400
GXO,-14,400
HII,-14,500
IEX,-14,500
IMAX,-14,800
IMGN,-14,700
K,-14,500
KNX,-14,400
LNT,-14,700
LVS,-14,500
LYFT,-14,700
MIDD,-14,700
NMRA,-14,700
OLN,-14,400
OMC,-14,500
OPCH,-14,700
PAG,-14,400
PINC,-14,700
PINE,-14,800
PSX,-14,500
PZZA,-14,700
QDEL,-14,700
STEL,-14,600
THG,-14,400
TREX,-14,400
TTD,-14,700
USPH,-14,600
VFC,-14,500
WK,-14,800
XEL,-14,700
BBW,-15,800
BHAC,-15,700
BOWL,-15,800
BRID,-15,700
BRKR,-15,700
BYD,-15,400
CPB,-15,500
DBRG,-15,800
EPAC,-15,600
ESS,-15,500
HAYW,-15,600
JWN,-15,400
MAA,-15,500
MYRG,-15,700
NOC,-15,500
OTIS,-15,500
PBH,-15,600
PR,-15,400
RSG,-15,500
SAVE,-15,800
SSYS,-15,700
SXI,-15,600
TPR,-15,500
WELL,-15,500
WSFS,-15,700
AIRC,-16,400
ARGX,-16,700
BL,-16,700
CACC,-16,700
CCS,-16,600
CRK,-16,600
EBTC,-16,700
ESAB,-16,400
FWONA,-16,700
GATX,-16,400
GHC,-16,400
HSY,-16,500
HY,-16,800
LHX,-16,500
LPLA,-16,700
LPX,-16,400
MMYT,-16,700
SG,-16,800
SPT,-16,700
TNDM,-16,700
TRC,-16,800
VMI,-16,400
WRBY,-16,800
XPOF,-16,800
CONX,-17,700
CPRI,-17,400
GNE,-17,800
GOGO,-17,700
HRL,-17,500
IEP,-17,700
LH,-17,500
LOB,-17,800
MAC,-17,600
MGIC,-17,700
NC,-17,800
NOV,-17,400
OFLX,-17,700
PAGP,-17,700
PARR,-17,600
PFS,-17,600
PK,-17,400
QTWO,-17,800
RCUS,-17,600
SJW,-17,600
SLGN,-17,400
VRE,-17,600
VTS,-17,800
WNC,-17,600
BC,-18,400
RGR,-18,600
SRPT,-18,700
