Symbol,Code,Company,Link,Market Cap,Last trade,Change,%Change,Sector
BHP,ASX:BHP,BHP Group Limited (ASX:BHP),https://www.listcorp.com/asx/bhp/bhp-group-limited,"	226674000000",44.93,0.21,0.47,Materials
CBA,ASX:CBA,Commonwealth Bank (ASX:CBA),https://www.listcorp.com/asx/cba/commonwealth-bank,"	163113000000",97,-0.35,-0.36,Financials
CSL,ASX:CSL,CSL Limited (ASX:CSL),https://www.listcorp.com/asx/csl/csl-limited,"	114027000000",234.34,-1.7,-0.72,Health Care
NAB,ASX:NAB,National Australia Bank (ASX:NAB),https://www.listcorp.com/asx/nab/nab,"	88611800000",28.2,-0.12,-0.42,Financials
ANZ,ASX:ANZ,ANZ Group Holdings Limited (ASX:ANZ),https://www.listcorp.com/asx/anz/anz-group-holdings-limited,"	74681400000",24.79,-0.06,-0.24,Financials
WBC,ASX:WBC,Westpac Banking Corp (ASX:WBC),https://www.listcorp.com/asx/wbc/westpac,"	72988800000",20.57,-0.23,-1.11,Financials
FMG,ASX:FMG,Fortescue Metals Group (ASX:FMG),https://www.listcorp.com/asx/fmg/fortescue-metals,"	67798800000",22.21,0.19,0.86,Materials
WDS,ASX:WDS,Woodside Energy Group Ltd (ASX:WDS),https://www.listcorp.com/asx/wds/woodside-energy-group,"	66247400000",34.9,0.01,0.03,Energy
MQG,ASX:MQG,Macquarie Group Limited (ASX:MQG),https://www.listcorp.com/asx/mqg/macquarie-group-limited,"	63173500000",161.4,-2.06,-1.26,Financials
WES,ASX:WES,Wesfarmers Limited (ASX:WES),https://www.listcorp.com/asx/wes/wesfarmers-limited,"	57629500000",50.37,-0.45,-0.89,Consumer Discretionary
TLS,ASX:TLS,Telstra Group Limited (ASX:TLS),https://www.listcorp.com/asx/tls/telstra-group-limited,"	44715600000",3.81,-0.06,-1.55,Communication Services
WOW,ASX:WOW,Woolworths Group Limited (ASX:WOW),https://www.listcorp.com/asx/wow/woolworths-group,"	43525000000",35.18,-0.45,-1.26,Consumer Staples
RIO,ASX:RIO,Rio Tinto (ASX:RIO),https://www.listcorp.com/asx/rio/rio-tinto,"	43161300000",117.67,1.4,1.2,Materials
GMG,ASX:GMG,Goodman Group (ASX:GMG),https://www.listcorp.com/asx/gmg/goodman-group,"	39370000000",20.15,-0.58,-2.8,Real Estate
TCL,ASX:TCL,Transurban Group (ASX:TCL),https://www.listcorp.com/asx/tcl/transurban-group,"	36930000000",11.81,-0.15,-1.25,Industrials
ALL,ASX:ALL,Aristocrat Leisure Limited (ASX:ALL),https://www.listcorp.com/asx/all/aristocrat-leisure-limited,"	26182400000",39.13,-1.24,-3.07,Consumer Discretionary
STO,ASX:STO,Santos Limited (ASX:STO),https://www.listcorp.com/asx/sto/santos-limited,"	25235200000",7.79,0.02,0.26,Energy
QBE,ASX:QBE,QBE Insurance Group Limited (ASX:QBE),https://www.listcorp.com/asx/qbe/qbe-insurance-group-limited,"	22991400000",15.51,0.12,0.78,Financials
NCM,ASX:NCM,Newcrest Mining Limited (ASX:NCM),https://www.listcorp.com/asx/ncm/newcrest-mining-limited,"	21148600000",23.35,-0.3,-1.27,Materials
REA,ASX:REA,REA Group Ltd (ASX:REA),https://www.listcorp.com/asx/rea/rea-group,"	20240400000",147.28,-5.91,-3.86,Communication Services
COL,ASX:COL,Coles Group Limited (ASX:COL),https://www.listcorp.com/asx/col/coles-group-limited,"	20009000000",14.98,0.03,0.2,Consumer Staples
WTC,ASX:WTC,WiseTech Global Limited (ASX:WTC),https://www.listcorp.com/asx/wtc/wisetech-global-limited,"	19982300000",58.8,-1.15,-1.92,Information Technology
BXB,ASX:BXB,Brambles Limited (ASX:BXB),https://www.listcorp.com/asx/bxb/brambles-limited,"	19882500000",13.98,-0.32,-2.24,Industrials
SUN,ASX:SUN,Suncorp Group Limited (ASX:SUN),https://www.listcorp.com/asx/sun/suncorp-group-limited,"	17148500000",13.51,0.01,0.07,Financials
JHX,ASX:JHX,James Hardie Industries plc (ASX:JHX),https://www.listcorp.com/asx/jhx/james-hardie-industries-plc,"	17121300000",38.74,-0.37,-0.95,Materials
XRO,ASX:XRO,Xero Limited (ASX:XRO),https://www.listcorp.com/asx/xro/xero-limited,"	16426700000",106.3,-2.15,-1.98,Information Technology
COH,ASX:COH,Cochlear Limited (ASX:COH),https://www.listcorp.com/asx/coh/cochlear-limited,"	16021600000",242.64,-1.83,-0.75,Health Care
ORG,ASX:ORG,Origin Energy Limited (ASX:ORG),https://www.listcorp.com/asx/org/origin-energy-limited,"	15677000000",9.19,0.09,0.99,Utilities
CPU,ASX:CPU,Computershare Limited (ASX:CPU),https://www.listcorp.com/asx/cpu/computershare-limited,"	15207900000",24.68,-0.51,-2.02,Industrials
S32,ASX:S32,South32 Limited (ASX:S32),https://www.listcorp.com/asx/s32/south32-limited,"	14740000000",3.24,-0.01,-0.31,Materials
NST,ASX:NST,Northern Star Resources Limited (ASX:NST),https://www.listcorp.com/asx/nst/northern-star-resources-limited,"	13905600000",12,-0.1,-0.83,Materials
IAG,ASX:IAG,Insurance Australia Group Limited (ASX:IAG),https://www.listcorp.com/asx/iag/insurance-australia-group-limited,"	13742500000",5.69,0.03,0.53,Financials
SHL,ASX:SHL,Sonic Healthcare Limited (ASX:SHL),https://www.listcorp.com/asx/shl/sonic-healthcare,"	13648200000",28.68,-0.09,-0.31,Health Care
SCG,ASX:SCG,Scentre Group Limited (ASX:SCG),https://www.listcorp.com/asx/scg/scentre-group-limited,"	12612600000",2.42,-0.01,-0.41,Real Estate
SOL,ASX:SOL,Washington H. Soul Pattinson and Company Limited (ASX:SOL),https://www.listcorp.com/asx/sol/washington-h.-soul-pattinson-and-company-limited,"	12294600000",34.12,0.06,0.18,Financials
VAS,ASX:VAS,Vanguard Australian Shares Index ETF (ASX:VAS),https://www.listcorp.com/asx/vas/vanguard-australian-shares-index-etf,"	12104800000",84.25,-0.56,-0.66,Financials
MIN,ASX:MIN,Mineral Resources Limited (ASX:MIN),https://www.listcorp.com/asx/min/mineral-resources-limited,"	11728800000",59.1,-0.99,-1.65,Materials
PLS,ASX:PLS,Pilbara Minerals Limited (ASX:PLS),https://www.listcorp.com/asx/pls/pilbara-minerals-limited,"	11676700000",3.86,-0.02,-0.52,Materials
RMD,ASX:RMD,ResMed Inc (ASX:RMD),https://www.listcorp.com/asx/rmd/resmed-inc,"	11595000000",22.46,0.09,0.4,Health Care
RHC,ASX:RHC,Ramsay Health Care Limited (ASX:RHC),https://www.listcorp.com/asx/rhc/ramsay-health-care-limited,"	11359300000",48.9,-0.61,-1.23,Health Care
REH,ASX:REH,Reece Limited (ASX:REH),https://www.listcorp.com/asx/reh/reece-limited,"	11343500000",17.55,-0.01,-0.06,Industrials
FPH,ASX:FPH,Fisher & Paykel Healthcare Corporation Limited (ASX:FPH),https://www.listcorp.com/asx/fph/fisher-and-paykel-healthcare-corporation-limited,"	11029500000",19.12,0.17,0.9,Health Care
ASX,ASX:ASX,ASX Limited (ASX:ASX),https://www.listcorp.com/asx/asx/asx-limited,"	10763900000",55.53,-0.07,-0.13,Financials
CAR,ASX:CAR,Carsales.com Ltd (ASX:CAR),https://www.listcorp.com/asx/car/carsales.com-ltd,"	10643200000",27.84,-0.39,-1.38,Communication Services
APA,ASX:APA,APA Group (ASX:APA),https://www.listcorp.com/asx/apa/apa-group,"	10353500000",8.16,0.09,1.12,Utilities
AIA,ASX:AIA,Auckland International Airport Limited (ASX:AIA),https://www.listcorp.com/asx/aia/auckland-international-airport-limited,"	10101700000",6.88,0.02,0.29,Industrials
TLC,ASX:TLC,The Lottery Corporation Limited (ASX:TLC),https://www.listcorp.com/asx/tlc/the-lottery-corporation-limited,"	9949200000",4.44,-0.03,-0.67,Consumer Discretionary
SVW,ASX:SVW,Seven Group Holdings Limited (ASX:SVW),https://www.listcorp.com/asx/svw/seven-group-holdings-limited,"	9860440000",26.89,-0.23,-0.85,Industrials
TPG,ASX:TPG,TPG Telecom Limited (ASX:TPG),https://www.listcorp.com/asx/tpg/tpg-telecom-limited,"	9780140000",5.13,-0.13,-2.47,Communication Services
MPL,ASX:MPL,Medibank Private Limited (ASX:MPL),https://www.listcorp.com/asx/mpl/medibank-private-limited,"	9611470000",3.49,0,0,Financials
EDV,ASX:EDV,Endeavour Group Limited (ASX:EDV),https://www.listcorp.com/asx/edv/endeavour-group-limited,"	8919080000",4.85,-0.13,-2.61,Consumer Staples
SGP,ASX:SGP,Stockland (ASX:SGP),https://www.listcorp.com/asx/sgp/stockland,"	8713180000",3.56,-0.09,-2.47,Real Estate
WOR,ASX:WOR,Worley Limited (ASX:WOR),https://www.listcorp.com/asx/wor/worley-limited,"	8686130000",16.49,0,0,Industrials
TWE,ASX:TWE,Treasury Wine Estates Limited (ASX:TWE),https://www.listcorp.com/asx/twe/treasury-wine-estates-limited,"	8626090000",11.97,0.02,0.17,Consumer Staples
AMC,ASX:AMC,Amcor Limited (ASX:AMC),https://www.listcorp.com/asx/amc/amcor-limited,"	8616250000",13.56,0.13,0.97,Materials
BSL,ASX:BSL,BlueScope Steel Limited (ASX:BSL),https://www.listcorp.com/asx/bsl/bluescope-steel-limited,"	8352560000",18.81,0.32,1.73,Materials
QAN,ASX:QAN,Qantas Airways Limited (ASX:QAN),https://www.listcorp.com/asx/qan/qantas-airways-limited,"	8329120000",4.79,-0.04,-0.83,Industrials
SPK,ASX:SPK,Spark New Zealand Limited (ASX:SPK),https://www.listcorp.com/asx/spk/spark-new-zealand-limited,"	8308810000",4.51,-0.02,-0.44,Communication Services
AFI,ASX:AFI,Australian Foundation Investment Company Limited (ASX:AFI),https://www.listcorp.com/asx/afi/australian-foundation-investment-company-limited,"	8252160000",6.54,-0.08,-1.21,Financials
IGO,ASX:IGO,IGO Limited (ASX:IGO),https://www.listcorp.com/asx/igo/igo-limited,"	8216360000",10.75,-0.1,-0.92,Materials
PME,ASX:PME,Pro Medicus Limited (ASX:PME),https://www.listcorp.com/asx/pme/pro-medicus,"	8076480000",75.86,-1.46,-1.89,Health Care
ALD,ASX:ALD,Ampol Limited (ASX:ALD),https://www.listcorp.com/asx/ald/ampol-limited,"	7849670000",31.77,-1.17,-3.55,Energy
VCX,ASX:VCX,Vicinity Centres (ASX:VCX),https://www.listcorp.com/asx/vcx/vicinity-centres,"	7829910000",1.715,0,-0.29,Real Estate
ALX,ASX:ALX,Atlas Arteria (ASX:ALX),https://www.listcorp.com/asx/alx/atlas-arteria,"	7776470000",5.41,0.05,0.93,Industrials
MGR,ASX:MGR,Mirvac Group (ASX:MGR),https://www.listcorp.com/asx/mgr/mirvac-group,"	7674700000",1.88,-0.06,-3.34,Real Estate
SEK,ASX:SEK,SEEK Limited (ASX:SEK),https://www.listcorp.com/asx/sek/seek-limited,"	7587490000",20.79,-0.51,-2.39,Communication Services
IFT,ASX:IFT,Infratil Limited (ASX:IFT),https://www.listcorp.com/asx/ift/infratil-limited,"	7578520000",9.17,0.06,0.66,Industrials
MCY,ASX:MCY,Mercury NZ Limited (ASX:MCY),https://www.listcorp.com/asx/mcy/mercury-nz-limited,"	7387420000",5.5,0.19,3.58,Utilities
DXS,ASX:DXS,Dexus (ASX:DXS),https://www.listcorp.com/asx/dxs/dexus,"	7206290000",6.52,-0.18,-2.69,Real Estate
AGL,ASX:AGL,AGL Energy Limited (ASX:AGL),https://www.listcorp.com/asx/agl/agl-energy-limited,"	7063850000",10.75,0.25,2.38,Utilities
GPT,ASX:GPT,The GPT Group (ASX:GPT),https://www.listcorp.com/asx/gpt/gpt-group,"	6953550000",3.55,-0.08,-2.2,Real Estate
AKE,ASX:AKE,Allkem Limited (ASX:AKE),https://www.listcorp.com/asx/ake/allkem-limited,"	6751230000",10.09,-0.47,-4.45,Materials
ORI,ASX:ORI,Orica Limited (ASX:ORI),https://www.listcorp.com/asx/ori/orica-limited,"	6713950000",14.64,-0.1,-0.68,Materials
EVN,ASX:EVN,Evolution Mining Limited (ASX:EVN),https://www.listcorp.com/asx/evn/evolution-mining-limited,"	6650610000",3.57,-0.05,-1.38,Materials
LYC,ASX:LYC,Lynas Rare Earths Limited (ASX:LYC),https://www.listcorp.com/asx/lyc/lynas-rare-earths-limited,"	6648770000",7.11,-0.01,-0.14,Materials
YAL,ASX:YAL,Yancoal Australia Ltd (ASX:YAL),https://www.listcorp.com/asx/yal/yancoal-australia-ltd,"	6615400000",4.97,-0.04,-0.8,Energy
WHC,ASX:WHC,Whitehaven Coal Limited (ASX:WHC),https://www.listcorp.com/asx/whc/whitehaven-coal,"	6500390000",7.77,0,0,Energy
ARG,ASX:ARG,Argo Investments Limited (ASX:ARG),https://www.listcorp.com/asx/arg/argo-investments-limited,"	6341560000",8.28,-0.08,-0.96,Financials
AZJ,ASX:AZJ,Aurizon Holdings Limited (ASX:AZJ),https://www.listcorp.com/asx/azj/aurizon-holdings-limited,"	6332020000",3.41,-0.03,-0.87,Industrials
NXT,ASX:NXT,NEXTDC Limited (ASX:NXT),https://www.listcorp.com/asx/nxt/nextdc-limited,"	6258850000",11.86,-0.3,-2.47,Information Technology
MGOC,ASX:MGOC,Magellan Global Fund (Open Class)(Managed Fund) (ASX:MGOC),https://www.listcorp.com/asx/mgoc/magellan-global-fund-open-class-managed-fund,"	6217950000",2.57,0.01,0.39,Financials
VGS,ASX:VGS,Vanguard MSCI Index International Shares ETF (ASX:VGS),https://www.listcorp.com/asx/vgs/vanguard-msci-index-international-shares-etf,"	6202440000",104.01,-0.2,-0.19,Financials
EBO,ASX:EBO,EBOS Group Limited (ASX:EBO),https://www.listcorp.com/asx/ebo/ebos-group-limited,"	6134010000",32.38,0.4,1.25,Health Care
IVV,ASX:IVV,iShares S&P 500 ETF (ASX:IVV),https://www.listcorp.com/asx/ivv/ishares-s-and-p-500-etf,"	5909320000",44.1,-0.13,-0.29,Financials
IEL,ASX:IEL,IDP Education Limited (ASX:IEL),https://www.listcorp.com/asx/iel/idp-education-limited,"	5872890000",22.34,1.24,5.88,Consumer Discretionary
SDF,ASX:SDF,Steadfast Group Limited (ASX:SDF),https://www.listcorp.com/asx/sdf/steadfast-group,"	5826330000",5.59,-0.02,-0.36,Financials
MEZ,ASX:MEZ,Meridian Energy Limited (ASX:MEZ),https://www.listcorp.com/asx/mez/meridian-energy-limited,"	5572050000",4.52,0.12,2.73,Utilities
ALU,ASX:ALU,Altium Limited (ASX:ALU),https://www.listcorp.com/asx/alu/altium-limited,"	5379980000",40.33,-0.45,-1.1,Information Technology
IPL,ASX:IPL,Incitec Pivot Limited (ASX:IPL),https://www.listcorp.com/asx/ipl/incitec-pivot-limited,"	5379960000",2.76,-0.01,-0.36,Materials
ALQ,ASX:ALQ,ALS Limited (ASX:ALQ),https://www.listcorp.com/asx/alq/als-limited,"	5277430000",10.8,-0.1,-0.92,Industrials
CWY,ASX:CWY,Cleanaway Waste Management Limited (ASX:CWY),https://www.listcorp.com/asx/cwy/cleanaway-waste-management-limited,"	5192250000",2.29,-0.04,-1.72,Industrials
NHC,ASX:NHC,New Hope Corporation Limited (ASX:NHC),https://www.listcorp.com/asx/nhc/new-hope-corporation-limited,"	5165000000",6.07,-0.04,-0.65,Energy
BLD,ASX:BLD,Boral Limited (ASX:BLD),https://www.listcorp.com/asx/bld/boral-limited,"	5074210000",4.57,-0.03,-0.65,Materials
TNE,ASX:TNE,Technology One Limited (ASX:TNE),https://www.listcorp.com/asx/tne/technology-one-limited,"	4964280000",14.93,-0.36,-2.35,Information Technology
BEN,ASX:BEN,Bendigo and Adelaide Bank Limited (ASX:BEN),https://www.listcorp.com/asx/ben/bendigo-and-adelaide-bank-limited,"	4945080000",8.68,-0.03,-0.34,Financials
JBH,ASX:JBH,JB Hi-Fi Limited (ASX:JBH),https://www.listcorp.com/asx/jbh/jb-hi-fi-limited,"	4821630000",44.02,-0.08,-0.18,Consumer Discretionary
QUB,ASX:QUB,Qube Holdings Limited (ASX:QUB),https://www.listcorp.com/asx/qub/qube-holdings-limited,"	4805460000",2.69,-0.03,-1.1,Industrials
DMP,ASX:DMP,Domino's Pizza Enterprises Limited (ASX:DMP),https://www.listcorp.com/asx/dmp/dominos-pizza-enterprises-limited,"	4617060000",49.98,-1.43,-2.78,Consumer Discretionary
VEA,ASX:VEA,Viva Energy Group Limited (ASX:VEA),https://www.listcorp.com/asx/vea/viva-energy-group-limited,"	4493520000",2.84,-0.07,-2.41,Energy
STW,ASX:STW,SPDR S&P/ASX 200 Fund (ASX:STW),https://www.listcorp.com/asx/stw/spdr-s-and-p-asx-200-fund,"	4469930000",61.36,-0.36,-0.58,Financials
HVN,ASX:HVN,Harvey Norman Holdings Limited (ASX:HVN),https://www.listcorp.com/asx/hvn/harvey-norman-holdings-limited,"	4423320000",3.55,0,0,Consumer Discretionary
LTR,ASX:LTR,Liontown Resources Limited (ASX:LTR),https://www.listcorp.com/asx/ltr/liontown-resources-limited,"	4353110000",1.71,-0.1,-5.52,Materials
LLC,ASX:LLC,Lendlease Group (ASX:LLC),https://www.listcorp.com/asx/llc/lendlease-group,"	4351580000",6.3,-0.01,-0.16,Real Estate
IOZ,ASX:IOZ,iShares Core S&P/ASX 200 ETF (ASX:IOZ),https://www.listcorp.com/asx/ioz/ishares-core-s-and-p-asx-200-etf,"	4199320000",27.33,-0.22,-0.8,Financials
CHC,ASX:CHC,Charter Hall Group (ASX:CHC),https://www.listcorp.com/asx/chc/charter-hall-group,"	4195490000",8.73,-0.14,-1.58,Real Estate
FLT,ASX:FLT,Flight Centre Travel Group Limited (ASX:FLT),https://www.listcorp.com/asx/flt/flight-centre-travel-group-limited,"	4041860000",18.18,-0.24,-1.3,Consumer Discretionary
CGF,ASX:CGF,Challenger Limited (ASX:CGF),https://www.listcorp.com/asx/cgf/challenger-limited,"	4007050000",5.83,0.03,0.52,Financials
QUAL,ASX:QUAL,VanEck MSCI International Quality ETF (ASX:QUAL),https://www.listcorp.com/asx/qual/vaneck-msci-international-quality-etf,"	3955680000",44.39,-0.2,-0.45,Financials
GQG,ASX:GQG,GQG Partners Inc. (ASX:GQG),https://www.listcorp.com/asx/gqg/gqg-partners,"	3927230000",1.335,0.01,0.38,Financials
BKW,ASX:BKW,Brickworks Limited (ASX:BKW),https://www.listcorp.com/asx/bkw/brickworks-limited,"	3821420000",25.02,-0.05,-0.2,Materials
PMV,ASX:PMV,Premier Investments Limited (ASX:PMV),https://www.listcorp.com/asx/pmv/premier-investments-limited,"	3602790000",22.51,-0.11,-0.49,Consumer Discretionary
BOQ,ASX:BOQ,Bank of Queensland Limited (ASX:BOQ),https://www.listcorp.com/asx/boq/bank-of-queensland-limited,"	3601550000",5.22,-0.26,-4.74,Financials
MTS,ASX:MTS,Metcash Limited (ASX:MTS),https://www.listcorp.com/asx/mts/metcash-limited,"	3576040000",3.64,-0.02,-0.55,Consumer Staples
NHF,ASX:NHF,NIB Holdings Limited (ASX:NHF),https://www.listcorp.com/asx/nhf/nib-holdings-limited,"	3525530000",7.27,-0.01,-0.14,Financials
VTS,ASX:VTS,Vanguard US Total Market Shares Index ETF (ASX:VTS),https://www.listcorp.com/asx/vts/vanguard-us-total-market-shares-index-etf,"	3452300000",326.37,-1.28,-0.39,Financials
SMR,ASX:SMR,Stanmore Resources Limited (ASX:SMR),https://www.listcorp.com/asx/smr/stanmore-resources-limited,"	3425290000",3.9,0.1,2.63,Materials
BPT,ASX:BPT,Beach Energy Limited (ASX:BPT),https://www.listcorp.com/asx/bpt/beach-energy-limited,"	3376370000",1.54,0.06,4.05,Energy
APE,ASX:APE,Eagers Automotive Limited (ASX:APE),https://www.listcorp.com/asx/ape/eagers-automotive-limited,"	3370530000",13.14,0.02,0.15,Consumer Discretionary
ORA,ASX:ORA,Orora Group Limited (ASX:ORA),https://www.listcorp.com/asx/ora/orora-group-limited,"	3345310000",2.48,-0.01,-0.4,Materials
NDQ,ASX:NDQ,BetaShares NASDAQ 100 ETF (ASX:NDQ),https://www.listcorp.com/asx/ndq/betashares-nasdaq-100-etf,"	3341270000",34.33,-0.55,-1.58,Financials
CIA,ASX:CIA,Champion Iron Limited (ASX:CIA),https://www.listcorp.com/asx/cia/champion-iron-limited,"	3300350000",6.49,0.11,1.72,Materials
AAA,ASX:AAA,BetaShares Australian High Interest Cash ETF (ASX:AAA),https://www.listcorp.com/asx/aaa/betashares-australian-high-interest-cash-etf,"	3283090000",50.23,0.02,0.04,Financials
NIC,ASX:NIC,Nickel Industries Limited (ASX:NIC),https://www.listcorp.com/asx/nic/nickel-industries-limited,"	3278640000",0.755,-0.01,-1.31,Materials
A200,ASX:A200,BetaShares Australia 200 ETF (ASX:A200),https://www.listcorp.com/asx/a200/betashares-australia-200-etf,"	3182050000",113.03,-0.82,-0.72,Financials
FBU,ASX:FBU,Fletcher Building Limited (ASX:FBU),https://www.listcorp.com/asx/fbu/fletcher-building-limited,"	3155670000",4.02,-0.01,-0.25,Industrials
GOLD,ASX:GOLD,Global X Physical Gold (ASX:GOLD),https://www.listcorp.com/asx/gold/global-x-physical-gold,"	3118130000",29.26,0.7,2.45,Financials
BRG,ASX:BRG,Breville Group Limited (ASX:BRG),https://www.listcorp.com/asx/brg/breville-group-limited,"	3105160000",21.81,0.16,0.74,Consumer Discretionary
NWL,ASX:NWL,Netwealth Group Limited (ASX:NWL),https://www.listcorp.com/asx/nwl/netwealth-group-limited,"	3103830000",12.45,-0.27,-2.12,Financials
NEC,ASX:NEC,Nine Entertainment Co. Holdings Limited (ASX:NEC),https://www.listcorp.com/asx/nec/nine-entertainment-co-holdings-limited,"	3057390000",1.82,-0.06,-3.19,Communication Services
AUB,ASX:AUB,AUB Group Limited (ASX:AUB),https://www.listcorp.com/asx/aub/aub-group-limited,"	3039690000",27.5,-0.54,-1.93,Financials
ILU,ASX:ILU,Iluka Resources Limited (ASX:ILU),https://www.listcorp.com/asx/ilu/iluka-resources-limited,"	2986490000",7.21,0.2,2.85,Materials
VHY,ASX:VHY,Vanguard Australian Shares High Yield ETF (ASX:VHY),https://www.listcorp.com/asx/vhy/vanguard-australian-shares-high-yield-etf,"	2964020000",64.37,-0.11,-0.17,Financials
CNU,ASX:CNU,Chorus Limited (ASX:CNU),https://www.listcorp.com/asx/cnu/chorus-limited,"	2920060000",6.68,-0.05,-0.74,Communication Services
AMP,ASX:AMP,AMP Limited (ASX:AMP),https://www.listcorp.com/asx/amp/amp-limited,"	2902080000",1.025,-0.03,-2.84,Financials
PDN,ASX:PDN,Paladin Energy Limited (ASX:PDN),https://www.listcorp.com/asx/pdn/paladin-energy,"	2878960000",0.99,0.02,2.59,Energy
NSR,ASX:NSR,National Storage REIT (ASX:NSR),https://www.listcorp.com/asx/nsr/national-storage-reit,"	2871450000",2.04,-0.07,-3.32,Real Estate
TLX,ASX:TLX,Telix Pharmaceuticals Limited (ASX:TLX),https://www.listcorp.com/asx/tlx/telix-pharmaceuticals-limited,"	2861390000",8.65,-0.29,-3.24,Health Care
A2M,ASX:A2M,The A2 Milk Company Limited (ASX:A2M),https://www.listcorp.com/asx/a2m/the-a2-milk-company,"	2848360000",3.88,-0.06,-1.52,Consumer Staples
IOO,ASX:IOO,iShares Global 100 ETF (ASX:IOO),https://www.listcorp.com/asx/ioo/ishares-global-100-etf,"	2826010000",113.17,-0.53,-0.47,Financials
CRN,ASX:CRN,Coronado Global Resources Inc. (ASX:CRN),https://www.listcorp.com/asx/crn/coronado-global-resources-inc.,"	2799680000",1.7,0.03,1.8,Materials
SUL,ASX:SUL,Super Retail Group Limited (ASX:SUL),https://www.listcorp.com/asx/sul/super-retail-group-limited,"	2755080000",12.76,0.56,4.59,Consumer Discretionary
AVZ,ASX:AVZ,AVZ Minerals Limited (ASX:AVZ),https://www.listcorp.com/asx/avz/avz-minerals-limited,"	2752410000",0.78,0,0,Materials
SFR,ASX:SFR,Sandfire Resources Limited (ASX:SFR),https://www.listcorp.com/asx/sfr/sandfire-resources-limited,"	2714530000",5.95,0.01,0.17,Materials
RWC,ASX:RWC,Reliance Worldwide Corporation Limited (ASX:RWC),https://www.listcorp.com/asx/rwc/reliance-worldwide-corporation-limited,"	2694220000",3.47,0.06,1.76,Industrials
ANN,ASX:ANN,Ansell Limited (ASX:ANN),https://www.listcorp.com/asx/ann/ansell-limited,"	2673910000",21.21,-0.05,-0.24,Health Care
CSR,ASX:CSR,CSR Limited (ASX:CSR),https://www.listcorp.com/asx/csr/csr-limited,"	2620840000",5.53,0.04,0.73,Materials
VEU,ASX:VEU,Vanguard All-World Ex-US Shares Index ETF (ASX:VEU),https://www.listcorp.com/asx/veu/vanguard-all-world-ex-us-shares-index-etf,"	2545330000",79.04,-0.05,-0.06,Financials
DRR,ASX:DRR,Deterra Royalties Limited (ASX:DRR),https://www.listcorp.com/asx/drr/deterra-royalties-limited,"	2532230000",4.7,-0.09,-1.88,Materials
DOW,ASX:DOW,Downer EDI Limited (ASX:DOW),https://www.listcorp.com/asx/dow/downer-edi-limited,"	2525120000",3.7,-0.06,-1.6,Industrials
HUB,ASX:HUB,HUB24 Limited (ASX:HUB),https://www.listcorp.com/asx/hub/hub24-limited,"	2521020000",30.61,-0.38,-1.23,Financials
ETHI,ASX:ETHI,BetaShares Global Sustainability Leaders ETF (ASX:ETHI),https://www.listcorp.com/asx/ethi/betashares-global-sustainability-leaders-etf,"	2519650000",12.06,-0.02,-0.17,Financials
ARB,ASX:ARB,ARB Corporation Limited (ASX:ARB),https://www.listcorp.com/asx/arb/arb-corporation-limited,"	2498280000",30.26,-0.17,-0.56,Consumer Discretionary
CTD,ASX:CTD,Corporate Travel Management Limited (ASX:CTD),https://www.listcorp.com/asx/ctd/corporate-travel-management,"	2487540000",16.64,-0.36,-2.12,Consumer Discretionary
MGF,ASX:MGF,Magellan Global Fund (ASX:MGF),https://www.listcorp.com/asx/mgf/magellan-global-fund,"	2470790000",1.745,0,0,Financials
VNT,ASX:VNT,Ventia Services Group Limited (ASX:VNT),https://www.listcorp.com/asx/vnt/ventia-services-group-limited,"	2395360000",2.78,-0.02,-0.71,Industrials
SGM,ASX:SGM,Sims Limited (ASX:SGM),https://www.listcorp.com/asx/sgm/sims-limited,"	2385790000",12.34,-0.01,-0.08,Materials
BFL,ASX:BFL,BSP Financial Group Limited (ASX:BFL),https://www.listcorp.com/asx/bfl/bsp-financial-group-limited,"	2382820000",5.15,0.05,0.98,Financials
VGAD,ASX:VGAD,Vanguard MSCI Index International Shares (Hedged) ETF (ASX:VGAD),https://www.listcorp.com/asx/vgad/vanguard-msci-index-international-shares-hedged-etf,"	2367190000",81.47,-1.43,-1.72,Financials
RGN,ASX:RGN,Region Group (ASX:RGN),https://www.listcorp.com/asx/rgn/region-group,"	2358450000",1.995,-0.03,-1.72,Real Estate
PRU,ASX:PRU,Perseus Mining Limited (ASX:PRU),https://www.listcorp.com/asx/pru/perseus-mining-limited,"	2354740000",1.715,0,0,Materials
GNE,ASX:GNE,Genesis Energy Limited (ASX:GNE),https://www.listcorp.com/asx/gne/genesis-energy-limited,"	2340830000",2.22,0.04,1.83,Utilities
SQ2,ASX:SQ2,Block Inc. (ASX:SQ2),https://www.listcorp.com/asx/sq2/block-inc,"	2340000000",65.45,-5.71,-8.02,Financials
WEB,ASX:WEB,Webjet Limited (ASX:WEB),https://www.listcorp.com/asx/web/webjet-limited,"	2339050000",6.06,0,0,Consumer Discretionary
DHG,ASX:DHG,Domain Holdings Australia Limited (ASX:DHG),https://www.listcorp.com/asx/dhg/domain-holdings-australia,"	2330810000",3.54,-0.15,-4.07,Communication Services
CLW,ASX:CLW,Charter Hall Long WALE REIT (ASX:CLW),https://www.listcorp.com/asx/clw/charter-hall-long-wale-reit,"	2262850000",3.07,-0.06,-1.92,Real Estate
